timestamp,occupancy_t4013,speed_t4013,occupancy_6005,speed_6005
2015-09-02 19:05:00,7.11,64,4.11,88
2015-09-02 19:10:00,6.78,65,4.39,98
2015-09-02 19:21:00,6.5,65,4.67,78
2015-09-02 20:11:00,5.67,62,2.33,91
2015-09-02 20:46:00,5.11,66,4.89,81
2015-09-02 20:56:00,3.83,63,3.89,85
2015-09-02 21:21:00,6.56,55,3.5,81
2015-09-02 21:36:00,5.56,61,2.67,91
2015-09-02 21:51:00,4.78,64,2.28,72
2015-09-02 22:11:00,9.44,57,1.28,82
2015-09-02 22:41:00,5.83,60,0.78,75
2015-09-02 22:51:00,1.39,67,1.56,74
2015-09-03 00:11:00,0.67,57,0.0,62
2015-09-03 00:21:00,2.06,67,2.33,66
2015-09-03 00:36:00,2.61,55,1.06,71
2015-09-03 01:56:00,2.28,63,0.5,79
2015-09-03 03:46:00,1.61,62,1.94,73
2015-09-03 04:11:00,1.72,61,1.67,74
2015-09-03 05:01:00,1.83,61,4.78,79
2015-09-03 05:11:00,5.83,64,10.94,87
2015-09-03 05:31:00,8.17,65,5.39,88
2015-09-03 05:36:00,10.67,66,4.11,93
2015-09-03 05:41:00,3.17,67,3.61,91
2015-09-03 05:51:00,7.56,65,7.44,83
2015-09-03 05:56:00,6.11,68,9.94,82
2015-09-03 06:01:00,6.44,67,4.61,89
2015-09-03 06:06:00,4.11,64,12.28,86
2015-09-03 06:11:00,2.17,66,10.56,88
2015-09-03 06:16:00,5.06,72,21.17,80
2015-09-03 06:21:00,12.0,58,15.33,97
2015-09-03 06:26:00,11.83,64,12.11,94
2015-09-03 06:36:00,13.56,62,11.33,86
2015-09-03 06:41:00,4.56,74,13.94,93
2015-09-03 06:51:00,7.0,65,11.44,89
2015-09-03 07:06:00,8.0,68,12.0,89
2015-09-03 07:11:00,12.33,61,17.89,86
2015-09-03 07:16:00,12.44,64,11.89,82
2015-09-03 07:21:00,13.06,59,10.17,80
2015-09-03 07:26:00,6.28,67,11.11,91
2015-09-03 07:31:00,11.5,63,21.11,90
2015-09-03 07:36:00,11.33,63,9.28,89
2015-09-03 07:41:00,8.39,66,5.28,81
2015-09-03 07:46:00,12.78,59,10.06,74
2015-09-03 07:51:00,11.28,63,10.72,94
2015-09-03 07:56:00,8.89,66,5.83,76
2015-09-03 08:01:00,8.33,61,6.44,88
2015-09-03 08:31:00,10.83,63,11.22,71
2015-09-03 08:36:00,12.22,56,7.44,80
2015-09-03 08:41:00,12.67,63,5.06,90
2015-09-03 08:46:00,7.5,61,15.33,87
2015-09-03 09:01:00,10.78,62,3.83,77
2015-09-03 09:16:00,18.5,64,6.83,87
2015-09-03 09:21:00,13.72,65,5.39,71
2015-09-03 09:26:00,12.06,62,8.39,79
2015-09-03 09:31:00,9.44,66,6.72,94
2015-09-03 09:36:00,7.72,66,7.5,98
2015-09-03 09:56:00,5.5,65,5.78,70
2015-09-03 10:01:00,7.39,66,5.28,77
2015-09-03 10:06:00,17.28,60,6.94,73
2015-09-03 10:11:00,12.06,61,5.06,83
2015-09-03 10:26:00,6.22,67,2.94,60
2015-09-03 10:36:00,7.17,63,4.89,91
2015-09-03 10:41:00,7.94,61,3.5,80
2015-09-03 10:46:00,13.61,59,4.61,82
2015-09-03 10:51:00,10.56,60,1.67,96
2015-09-03 11:06:00,12.67,63,3.72,82
2015-09-03 11:16:00,11.83,61,5.56,84
2015-09-03 11:26:00,10.11,61,4.61,88
2015-09-03 11:36:00,16.72,62,7.06,86
2015-09-03 11:46:00,11.39,63,3.5,94
2015-09-03 12:01:00,8.22,64,3.83,73
2015-09-03 12:06:00,10.44,63,1.67,83
2015-09-03 12:11:00,9.67,65,3.72,76
2015-09-03 12:16:00,7.56,65,2.83,78
2015-09-03 12:21:00,6.17,66,2.83,76
2015-09-03 12:31:00,7.67,63,3.89,92
2015-09-03 12:41:00,12.17,63,7.33,83
2015-09-03 12:51:00,15.5,61,2.67,78
2015-09-03 12:56:00,5.06,62,4.11,97
2015-09-03 13:06:00,6.06,67,0.78,69
2015-09-03 13:11:00,6.17,68,5.44,71
2015-09-03 13:26:00,6.44,64,1.78,91
2015-09-03 13:31:00,9.5,62,8.5,92
2015-09-03 13:41:00,8.89,66,5.56,77
2015-09-03 13:46:00,9.44,61,9.83,84
2015-09-03 14:01:00,11.11,61,6.17,81
2015-09-03 14:06:00,10.28,63,2.28,62
2015-09-03 14:11:00,6.5,61,8.28,83
2015-09-03 14:16:00,6.72,65,7.72,82
2015-09-03 14:21:00,14.28,52,4.89,96
2015-09-03 14:26:00,1.17,67,6.94,96
2015-09-03 14:31:00,8.44,69,5.39,89
2015-09-03 14:41:00,12.33,65,8.78,102
2015-09-03 14:56:00,12.28,65,7.61,82
2015-09-03 15:01:00,8.06,66,6.72,80
2015-09-03 15:06:00,9.44,57,2.17,87
2015-09-03 15:11:00,12.28,61,5.67,85
2015-09-03 15:21:00,6.72,63,5.0,73
2015-09-03 15:26:00,9.33,62,5.17,72
2015-09-03 15:36:00,12.17,61,10.72,73
2015-09-03 15:41:00,8.83,62,7.44,83
2015-09-03 15:51:00,6.72,64,3.89,83
2015-09-03 15:56:00,11.33,62,4.11,91
2015-09-03 16:06:00,8.56,63,4.0,91
2015-09-03 16:36:00,10.33,65,7.33,82
2015-09-03 16:41:00,13.89,60,9.0,71
2015-09-03 16:46:00,9.72,65,11.44,80
2015-09-03 17:01:00,4.0,66,8.67,81
2015-09-03 17:06:00,6.22,66,9.83,97
2015-09-03 17:11:00,8.33,65,4.5,84
2015-09-03 17:21:00,9.28,64,3.83,86
2015-09-03 17:26:00,10.28,61,7.22,81
2015-09-03 17:36:00,4.39,64,5.78,91
2015-09-03 17:41:00,6.06,63,10.28,79
2015-09-03 17:46:00,5.06,67,3.89,88
2015-09-03 17:51:00,13.94,63,5.28,99
2015-09-03 17:56:00,9.17,66,3.5,92
2015-09-03 18:01:00,5.72,66,7.5,81
2015-09-03 18:11:00,4.5,64,7.72,85
2015-09-03 18:16:00,5.67,66,2.94,82
2015-09-03 18:21:00,11.11,67,3.33,78
2015-09-03 18:31:00,11.17,63,3.61,84
2015-09-03 18:36:00,5.72,64,2.83,87
2015-09-03 18:51:00,5.0,67,3.06,84
2015-09-03 19:06:00,4.83,62,3.33,85
2015-09-03 19:11:00,7.39,62,6.67,78
2015-09-03 19:21:00,4.56,66,3.5,91
2015-09-03 20:02:00,1.67,65,1.67,87
2015-09-03 20:17:00,4.06,63,7.22,90
2015-09-03 20:57:00,2.44,67,1.67,98
2015-09-03 21:32:00,4.67,70,0.67,78
2015-09-03 21:42:00,4.11,66,4.89,77
2015-09-03 22:02:00,8.67,60,0.39,91
2015-09-03 22:22:00,5.11,64,1.56,87
2015-09-03 23:22:00,4.33,62,3.22,65
2015-09-03 23:42:00,0.83,54,0.89,95
2015-09-04 00:02:00,2.61,68,2.56,80
2015-09-04 00:27:00,0.67,63,1.0,78
2015-09-04 04:22:00,3.5,60,1.39,92
2015-09-04 04:37:00,3.0,66,4.39,79
2015-09-04 04:52:00,3.78,64,0.67,95
2015-09-04 05:17:00,2.94,68,3.44,82
2015-09-04 05:22:00,3.06,63,3.61,77
2015-09-04 05:42:00,7.28,62,8.78,87
2015-09-04 05:52:00,7.11,64,2.56,86
2015-09-04 05:57:00,5.61,67,5.67,84
2015-09-04 06:07:00,6.39,63,5.0,79
2015-09-04 06:12:00,10.06,57,6.56,83
2015-09-04 06:17:00,11.78,63,8.39,82
2015-09-04 06:22:00,7.06,63,6.83,82
2015-09-04 06:27:00,5.11,61,10.67,85
2015-09-04 06:32:00,7.11,62,8.28,83
2015-09-04 06:37:00,10.28,62,9.06,84
2015-09-04 06:42:00,7.89,66,8.78,84
2015-09-04 06:47:00,11.61,63,5.83,83
2015-09-04 06:52:00,9.44,62,14.28,77
2015-09-04 06:57:00,7.61,69,15.56,72
2015-09-04 07:02:00,3.22,65,5.67,88
2015-09-04 07:07:00,7.33,66,4.61,81
2015-09-04 07:12:00,13.67,63,9.06,86
2015-09-04 07:22:00,10.17,59,9.39,93
2015-09-04 07:32:00,13.17,61,8.5,80
2015-09-04 07:47:00,11.11,62,6.56,80
2015-09-04 08:07:00,6.17,64,12.11,100
2015-09-04 08:12:00,7.17,66,7.22,78
2015-09-04 08:17:00,13.78,62,9.28,71
2015-09-04 08:22:00,9.17,64,10.94,86
2015-09-04 08:27:00,7.83,62,5.17,75
2015-09-04 08:32:00,9.67,64,6.83,79
2015-09-04 08:37:00,10.72,59,5.78,90
2015-09-04 08:57:00,8.0,65,2.33,86
2015-09-04 09:32:00,12.06,60,2.94,73
2015-09-04 09:42:00,8.78,60,2.17,81
2015-09-04 09:47:00,11.33,67,6.17,77
2015-09-04 09:52:00,13.89,59,8.22,84
2015-09-04 09:57:00,6.0,63,4.0,67
2015-09-04 10:12:00,5.17,63,3.89,90
2015-09-04 10:22:00,9.0,63,4.78,86
2015-09-04 10:27:00,11.11,58,3.83,89
2015-09-04 10:32:00,6.94,61,6.17,97
2015-09-04 10:42:00,9.72,66,2.83,82
2015-09-04 10:57:00,9.06,62,3.33,77
2015-09-04 11:02:00,7.39,61,8.61,80
2015-09-04 11:17:00,9.89,62,5.94,83
2015-09-04 11:22:00,4.78,64,9.39,82
2015-09-04 11:27:00,10.56,60,3.11,81
2015-09-04 11:32:00,8.33,62,6.72,99
2015-09-04 11:37:00,15.28,63,4.61,87
2015-09-04 11:42:00,11.5,63,5.67,67
2015-09-04 11:52:00,6.94,63,5.78,84
2015-09-04 11:57:00,6.11,70,7.5,81
2015-09-04 12:27:00,6.22,63,2.33,78
2015-09-04 12:37:00,7.28,66,6.44,73
2015-09-04 13:12:00,10.94,62,6.67,85
2015-09-04 13:17:00,5.39,65,6.83,78
2015-09-04 13:27:00,9.11,58,2.06,85
2015-09-04 13:37:00,8.78,61,8.22,93
2015-09-04 13:47:00,2.22,63,7.61,85
2015-09-04 14:02:00,3.22,69,3.11,91
2015-09-04 14:12:00,6.56,62,4.11,82
2015-09-04 14:17:00,6.72,64,11.44,91
2015-09-04 14:22:00,2.33,65,7.22,84
2015-09-04 14:27:00,10.72,62,8.28,83
2015-09-04 14:37:00,4.67,68,3.22,83
2015-09-04 14:47:00,9.44,65,8.67,78
2015-09-04 14:52:00,6.28,62,2.33,77
2015-09-04 15:17:00,9.5,63,3.5,82
2015-09-04 15:32:00,6.22,65,6.44,91
2015-09-04 15:52:00,15.0,65,6.67,90
2015-09-04 16:12:00,4.17,66,3.61,85
2015-09-04 16:17:00,10.78,60,4.39,96
2015-09-04 16:27:00,4.17,68,3.72,80
2015-09-04 17:02:00,5.56,67,4.61,91
2015-09-04 17:07:00,10.72,62,5.39,97
2015-09-04 17:12:00,5.06,65,14.44,95
2015-09-04 17:17:00,3.33,72,7.61,83
2015-09-04 17:22:00,3.78,64,11.5,91
2015-09-04 17:32:00,6.22,62,6.44,94
2015-09-04 17:37:00,7.83,68,6.06,84
2015-09-04 17:42:00,11.83,60,6.33,97
2015-09-04 18:02:00,6.83,63,5.0,89
2015-09-04 18:07:00,5.89,64,5.56,96
2015-09-04 18:12:00,9.67,63,2.72,83
2015-09-04 18:17:00,8.11,62,6.33,79
2015-09-04 18:27:00,7.78,67,4.11,76
2015-09-04 18:32:00,5.06,67,4.78,90
2015-09-04 18:42:00,10.83,65,13.28,85
2015-09-04 18:47:00,6.39,66,7.22,79
2015-09-04 18:52:00,4.83,67,10.06,97
2015-09-04 18:57:00,2.61,68,2.44,82
2015-09-04 19:12:00,2.44,63,4.28,87
2015-09-04 19:22:00,3.39,64,2.06,78
2015-09-04 19:47:00,4.56,67,1.56,93
2015-09-04 19:57:00,1.78,60,5.67,74
2015-09-04 20:02:00,8.61,64,4.0,84
2015-09-04 20:12:00,2.0,65,3.33,80
2015-09-04 20:17:00,10.89,65,4.28,83
2015-09-04 20:23:00,6.5,65,2.17,88
2015-09-04 20:28:00,3.78,63,4.61,99
2015-09-04 20:33:00,3.83,62,3.33,79
2015-09-04 21:03:00,5.11,68,3.22,79
2015-09-04 21:13:00,2.28,62,3.44,89
2015-09-04 21:18:00,5.22,62,5.17,83
2015-09-04 21:38:00,2.89,64,4.22,98
2015-09-04 21:53:00,6.67,61,2.83,81
2015-09-04 22:08:00,1.11,52,0.89,78
2015-09-04 22:13:00,4.83,63,1.83,89
2015-09-04 22:23:00,3.56,61,3.72,80
2015-09-08 10:44:00,10.06,65,3.61,94
2015-09-08 10:59:00,9.94,63,4.28,80
2015-09-08 11:04:00,3.56,64,6.28,85
2015-09-08 11:14:00,5.5,63,5.28,70
2015-09-08 11:19:00,6.61,66,2.06,83
2015-09-08 11:29:00,11.11,68,7.5,67
2015-09-08 11:34:00,7.56,65,8.39,98
2015-09-08 11:49:00,15.0,66,2.94,102
2015-09-08 11:59:00,11.56,62,1.67,86
2015-09-08 12:19:00,8.39,64,3.72,84
2015-09-08 12:24:00,9.11,62,3.5,93
2015-09-08 12:27:00,2.5,66,3.11,87
2015-09-08 12:32:00,9.17,63,5.78,87
2015-09-08 12:36:00,7.11,65,4.67,87
2015-09-08 12:46:00,12.83,64,9.0,77
2015-09-08 12:56:00,5.94,67,1.0,80
2015-09-08 13:01:00,6.67,62,5.17,92
2015-09-08 13:06:00,5.0,64,8.89,91
2015-09-08 13:16:00,8.67,62,6.06,90
2015-09-08 13:26:00,10.44,62,1.39,85
2015-09-08 13:36:00,10.5,66,2.44,81
2015-09-08 13:41:00,12.28,63,3.44,74
2015-09-08 13:51:00,15.22,63,1.78,80
2015-09-08 13:56:00,7.17,64,3.89,75
2015-09-08 14:00:00,8.11,63,5.0,83
2015-09-08 14:06:00,11.56,63,5.0,81
2015-09-08 14:11:00,4.83,63,10.28,84
2015-09-08 14:21:00,12.28,64,1.17,89
2015-09-08 14:31:00,9.94,66,4.67,95
2015-09-08 14:36:00,10.22,64,5.0,91
2015-09-08 14:41:00,8.28,66,5.39,61
2015-09-08 14:51:00,6.06,65,1.67,91
2015-09-08 14:56:00,9.22,65,4.39,88
2015-09-08 15:01:00,9.5,64,4.22,74
2015-09-08 15:06:00,10.89,66,4.5,91
2015-09-08 15:11:00,8.17,62,7.89,84
2015-09-08 15:16:00,9.5,65,4.28,91
2015-09-08 15:29:00,8.11,66,2.72,89
2015-09-08 16:15:00,6.5,62,6.83,92
2015-09-08 16:36:00,6.17,66,3.44,90
2015-09-08 16:41:00,13.06,67,2.06,92
2015-09-08 16:46:00,9.33,63,7.06,72
2015-09-08 16:56:00,9.56,66,1.83,92
2015-09-08 17:11:00,6.83,58,6.94,93
2015-09-08 17:21:00,6.33,68,5.28,94
2015-09-08 17:26:00,7.28,68,3.5,89
2015-09-08 17:31:00,7.22,63,5.83,93
2015-09-08 17:36:00,6.72,66,8.22,75
2015-09-08 17:46:00,11.78,63,6.33,82
2015-09-08 17:51:00,5.56,63,4.11,78
2015-09-08 17:56:00,5.06,61,5.0,84
2015-09-08 18:26:00,5.22,66,1.78,92
2015-09-08 18:31:00,6.67,65,7.89,78
2015-09-08 18:36:00,4.0,61,4.78,74
2015-09-08 18:41:00,4.56,63,2.72,95
2015-09-08 18:46:00,10.94,65,1.0,88
2015-09-08 19:01:00,6.33,64,5.56,74
2015-09-08 19:06:00,8.89,67,1.28,75
2015-09-08 19:36:00,9.17,62,2.67,92
2015-09-08 19:46:00,6.28,61,1.44,85
2015-09-08 19:51:00,5.72,63,1.56,87
2015-09-08 20:06:00,4.67,66,2.72,71
2015-09-08 20:26:00,3.56,62,1.56,80
2015-09-08 20:36:00,9.5,65,2.94,88
2015-09-08 20:46:00,2.83,63,1.44,62
2015-09-08 21:06:00,1.56,68,1.78,92
2015-09-08 21:11:00,4.61,68,1.56,75
2015-09-08 21:46:00,3.0,68,0.22,77
2015-09-08 21:56:00,5.06,65,0.5,82
2015-09-08 22:06:00,1.89,57,1.06,90
2015-09-08 22:12:00,2.67,63,0.67,93
2015-09-08 22:26:00,2.33,58,2.56,76
2015-09-08 22:36:00,4.5,64,1.17,74
2015-09-08 22:51:00,4.17,68,0.28,78
2015-09-08 22:56:00,1.78,55,3.33,83
2015-09-09 01:11:00,1.94,65,1.67,87
2015-09-09 01:51:00,0.61,62,0.61,71
2015-09-09 06:04:00,6.83,66,12.28,84
2015-09-09 07:34:00,15.11,62,8.89,86
2015-09-09 09:48:00,6.61,64,2.06,95
2015-09-09 09:58:00,12.06,62,2.44,90
2015-09-09 10:08:00,7.33,60,4.61,83
2015-09-09 10:18:00,12.06,60,5.0,86
2015-09-09 10:23:00,8.44,64,9.67,83
2015-09-09 10:33:00,5.94,66,4.67,78
2015-09-09 10:43:00,7.61,63,4.5,70
2015-09-09 10:53:00,6.22,65,3.83,69
2015-09-09 10:58:00,5.17,58,4.67,74
2015-09-09 11:08:00,10.89,60,5.39,76
2015-09-09 11:18:00,6.78,67,2.94,69
2015-09-09 11:38:00,9.11,62,3.22,81
2015-09-09 11:43:00,10.56,66,2.94,81
2015-09-09 11:48:00,3.89,66,5.56,88
2015-09-09 11:58:00,10.89,62,4.89,85
2015-09-09 12:13:00,6.56,59,6.06,81
2015-09-09 12:23:00,13.06,62,2.56,96
2015-09-09 12:28:00,10.06,59,2.17,92
2015-09-09 12:43:00,6.89,63,3.06,82
2015-09-09 12:53:00,3.94,67,1.06,87
2015-09-09 12:58:00,11.0,61,5.17,77
2015-09-09 13:13:00,6.22,65,1.44,91
2015-09-09 13:18:00,11.0,60,0.22,76
2015-09-09 13:23:00,8.11,63,1.67,97
2015-09-09 13:38:00,3.67,64,6.28,89
2015-09-09 13:53:00,7.28,67,4.89,91
2015-09-09 14:08:00,5.0,62,2.06,79
2015-09-09 14:13:00,1.5,70,7.11,75
2015-09-09 14:18:00,10.78,66,2.06,90
2015-09-09 14:23:00,5.5,65,7.83,68
2015-09-09 14:33:00,4.06,68,3.5,94
2015-09-09 14:43:00,2.56,72,4.5,93
2015-09-09 15:03:00,11.11,67,3.06,71
2015-09-09 15:13:00,7.28,63,11.06,78
2015-09-09 15:18:00,10.44,63,5.78,86
2015-09-09 15:23:00,5.06,64,6.56,78
2015-09-09 15:28:00,9.28,63,2.28,80
2015-09-09 15:33:00,8.39,61,7.22,84
2015-09-09 15:48:00,9.5,63,5.56,81
2015-09-09 15:53:00,5.11,65,6.44,78
2015-09-09 16:08:00,8.67,66,5.39,86
2015-09-09 16:13:00,7.22,65,10.56,88
2015-09-09 16:28:00,6.22,64,3.5,90
2015-09-09 16:38:00,11.22,66,6.17,80
2015-09-09 16:43:00,6.89,65,3.44,94
2015-09-09 16:48:00,9.06,68,5.0,78
2015-09-09 16:53:00,6.61,65,7.61,75
2015-09-09 16:58:00,12.89,63,3.83,79
2015-09-09 17:08:00,6.94,67,7.11,76
2015-09-09 17:18:00,11.94,62,3.44,80
2015-09-09 17:23:00,12.17,65,7.22,87
2015-09-09 17:33:00,12.11,67,4.5,82
2015-09-09 17:58:00,5.33,69,1.94,74
2015-09-09 18:03:00,8.72,65,2.56,79
2015-09-09 18:08:00,10.67,64,2.17,80
2015-09-09 18:23:00,6.17,69,4.39,100
2015-09-09 18:28:00,4.06,68,1.17,78
2015-09-09 18:48:00,7.94,65,1.56,89
2015-09-09 19:03:00,5.83,67,2.56,79
2015-09-09 19:18:00,10.33,64,4.89,92
2015-09-09 19:33:00,6.06,67,4.0,78
2015-09-09 19:43:00,3.28,64,2.06,77
2015-09-09 19:48:00,1.67,67,0.39,88
2015-09-09 19:58:00,5.56,62,1.67,81
2015-09-09 20:33:00,6.5,61,2.44,83
2015-09-09 20:38:00,0.89,57,1.44,81
2015-09-09 20:48:00,4.83,59,0.61,83
2015-09-09 20:58:00,3.94,57,1.56,94
2015-09-09 21:03:00,3.78,56,4.0,82
2015-09-09 21:13:00,2.44,61,0.78,77
2015-09-09 21:18:00,6.0,61,1.67,78
2015-09-09 21:43:00,2.33,63,2.94,57
2015-09-09 21:48:00,4.17,55,0.78,80
2015-09-09 22:03:00,5.22,59,0.61,73
2015-09-09 22:08:00,3.33,61,1.0,79
2015-09-09 22:13:00,0.78,58,0.78,65
2015-09-09 22:23:00,2.56,60,3.83,63
2015-09-09 22:28:00,0.94,49,1.28,68
2015-09-09 22:46:00,2.17,62,2.83,76
2015-09-10 00:23:00,1.61,62,3.61,81
