timestamp,ec2_cpu,ec2_net,elb_req
2014-04-10 03:29:00,94.126,238240.0,44.0
2014-04-10 03:34:00,93.338,233821.0,30.0
2014-04-10 03:39:00,93.458,239067.0,4.0
2014-04-10 03:44:00,92.166,229348.0,4.0
2014-04-10 03:49:00,91.584,233914.0,79.0
2014-04-10 03:54:00,94.33,245289.0,83.0
2014-04-10 03:59:00,95.084,3201090.0,3.0
2014-04-10 04:04:00,93.958,249867.0,21.0
2014-04-10 04:09:00,94.714,3207780.0,33.0
2014-04-10 04:14:00,92.232,241860.0,72.0
2014-04-10 04:19:00,95.2,220347.0,87.0
2014-04-10 04:24:00,92.458,244003.0,190.0
2014-04-10 04:29:00,94.444,3223880.0,10.0
2014-04-10 04:34:00,86.736,1046040.0,44.0
2014-04-10 04:39:00,93.072,1477550.0,24.0
2014-04-10 04:44:00,95.876,239252.0,32.0
2014-04-10 04:49:00,93.994,245477.0,111.0
2014-04-10 04:54:00,94.104,233018.0,106.0
2014-04-10 04:59:00,93.75,3213870.0,49.0
2014-04-10 05:04:00,90.852,241929.0,56.0
2014-04-10 05:09:00,89.584,3208820.0,79.0
2014-04-10 05:14:00,94.542,236597.0,42.0
2014-04-10 05:19:00,91.974,239443.0,112.0
2014-04-10 05:24:00,93.0,244422.0,21.0
2014-04-10 05:29:00,92.262,225751.0,48.0
2014-04-10 05:34:00,93.25,250915.0,48.0
2014-04-10 05:39:00,93.624,223452.0,91.0
2014-04-10 05:44:00,93.436,248468.0,191.0
2014-04-10 05:49:00,92.774,223264.0,8.0
2014-04-10 05:54:00,91.624,248395.0,25.0
2014-04-10 05:59:00,93.042,3213880.0,93.0
2014-04-10 06:04:00,91.542,252731.0,37.0
2014-04-10 06:09:00,93.748,3197710.0,24.0
2014-04-10 06:14:00,93.042,244921.0,35.0
2014-04-10 06:19:00,92.8,236245.0,45.0
2014-04-10 06:24:00,90.11,241661.0,11.0
2014-04-10 06:29:00,94.644,239502.0,50.0
2014-04-10 06:34:00,90.542,226975.0,3.0
2014-04-10 06:39:00,93.292,236693.0,75.0
2014-04-10 06:44:00,91.14,227811.0,79.0
2014-04-10 06:49:00,91.126,252527.0,22.0
2014-04-10 06:54:00,91.5,246855.0,143.0
2014-04-10 06:59:00,95.042,3304330.0,24.0
2014-04-10 07:04:00,95.712,247814.0,222.0
2014-04-10 07:09:00,91.506,3344340.0,57.0
2014-04-10 07:14:00,94.9625,162030.0,10.0
2014-04-10 07:19:00,91.848,231891.0,46.0
2014-04-10 07:24:00,92.416,245066.0,6.0
2014-04-10 07:29:00,95.126,215014.0,60.0
2014-04-10 07:34:00,93.584,256753.0,30.0
2014-04-10 07:39:00,93.834,214400.0,17.0
2014-04-10 07:44:00,94.708,252184.0,11.0
2014-04-10 07:49:00,94.5,227100.0,107.0
2014-04-10 07:54:00,93.452,257610.0,120.0
2014-04-10 07:59:00,88.086,3244530.0,4.0
2014-04-10 08:04:00,91.08,226090.0,150.0
2014-04-10 08:09:00,89.584,3223170.0,90.0
2014-04-10 08:14:00,91.238,243799.0,52.0
2014-04-10 08:19:00,91.932,223899.0,35.0
2014-04-10 08:24:00,89.458,242690.0,8.0
2014-04-10 08:29:00,87.75,243337.0,5.0
2014-04-10 08:34:00,92.666,237122.0,167.0
2014-04-10 08:39:00,94.5,244758.0,139.0
2014-04-10 08:44:00,92.162,234992.0,54.0
2014-04-10 08:49:00,92.648,245196.0,3.0
2014-04-10 08:54:00,94.352,235424.0,102.0
2014-04-10 08:59:00,92.916,3235630.0,12.0
2014-04-10 09:04:00,90.874,230811.0,17.0
2014-04-10 09:09:00,92.334,3222420.0,66.0
2014-04-10 09:14:00,93.75,248917.0,94.0
2014-04-10 09:19:00,93.77,231741.0,6.0
2014-04-10 09:24:00,93.48,249645.0,102.0
2014-04-10 09:29:00,94.22,232232.0,82.0
2014-04-10 09:34:00,94.014,250527.0,45.0
2014-04-10 09:39:00,94.666,236964.0,8.0
2014-04-10 09:44:00,94.516,239944.0,3.0
2014-04-10 09:49:00,96.75,225171.0,107.0
2014-04-10 09:54:00,93.834,258593.0,15.0
2014-04-10 09:59:00,91.666,3208930.0,9.0
2014-04-10 10:04:00,90.8,234706.0,1.0
2014-04-10 10:09:00,96.042,3233600.0,61.0
2014-04-10 10:14:00,85.42200000000003,240440.0,50.0
2014-04-10 10:19:00,91.73,248880.0,86.0
2014-04-10 10:24:00,90.61,230407.0,69.0
2014-04-10 10:29:00,90.25,251796.0,5.0
2014-04-10 10:34:00,90.03399999999998,232703.0,59.0
2014-04-10 10:39:00,89.33200000000002,249573.0,34.0
2014-04-10 10:44:00,91.766,217737.0,95.0
2014-04-10 10:49:00,94.084,239745.0,80.0
2014-04-10 10:54:00,91.6525,4119680.0,146.0
2014-04-10 10:59:00,93.75,226480.0,72.0
2014-04-10 11:04:00,93.718,251084.0,44.0
2014-04-10 11:09:00,94.112,3206870.0,105.0
2014-04-10 11:14:00,93.466,240960.0,68.0
2014-04-10 11:19:00,95.416,238029.0,40.0
2014-04-10 11:24:00,94.5,248519.0,14.0
2014-04-10 11:29:00,96.674,236986.0,6.0
2014-04-10 11:39:00,91.166,235833.0,79.0
2014-04-10 11:44:00,93.678,241185.0,183.0
2014-04-10 11:49:00,93.55,233637.0,138.0
2014-04-10 11:54:00,93.374,235894.0,119.0
2014-04-10 11:59:00,95.554,3239200.0,255.0
2014-04-10 12:04:00,94.292,249254.0,74.0
2014-04-10 12:09:00,90.164,3226810.0,35.0
2014-04-10 12:14:00,88.75,219341.0,12.0
2014-04-10 12:19:00,92.458,250379.0,68.0
2014-04-10 12:24:00,96.21,243888.0,1.0
2014-04-10 12:29:00,91.646,231633.0,98.0
2014-04-10 12:34:00,94.792,229597.0,21.0
2014-04-10 12:39:00,92.534,249854.0,67.0
2014-04-10 12:44:00,89.084,226666.0,176.0
2014-04-10 12:49:00,91.75,235965.0,199.0
2014-04-10 12:54:00,92.75,253658.0,120.0
2014-04-10 12:59:00,89.568,3230240.0,63.0
2014-04-10 13:04:00,90.658,254252.0,182.0
2014-04-10 13:09:00,88.024,3208580.0,166.0
2014-04-10 13:14:00,91.542,248958.0,104.0
2014-04-10 13:19:00,94.25,226541.0,141.0
2014-04-10 13:24:00,94.124,240359.0,60.0
2014-04-10 13:29:00,91.708,236906.0,9.0
2014-04-10 13:34:00,92.584,247200.0,64.0
2014-04-10 13:39:00,92.638,244932.0,51.0
2014-04-10 13:44:00,93.794,249894.0,84.0
2014-04-10 13:49:00,96.514,226273.0,27.0
2014-04-10 13:54:00,95.202,236794.0,185.0
2014-04-10 13:59:00,96.188,3234110.0,76.0
2014-04-10 14:04:00,89.3,255988.0,92.0
2014-04-10 14:09:00,90.746,3226730.0,97.0
2014-04-10 14:14:00,88.25,224082.0,26.0
2014-04-10 14:19:00,88.834,247132.0,168.0
2014-04-10 14:24:00,89.834,238059.0,34.0
2014-04-10 14:29:00,93.5,248839.0,10.0
2014-04-10 14:34:00,95.5,224071.0,54.0
2014-04-10 14:39:00,89.542,236928.0,198.0
2014-04-10 14:44:00,89.052,243858.0,142.0
2014-04-10 14:49:00,87.454,245120.0,232.0
2014-04-10 14:54:00,86.876,251672.0,7.0
2014-04-10 14:59:00,86.958,3220620.0,101.0
2014-04-10 15:04:00,89.928,249774.0,52.0
2014-04-10 15:09:00,90.5,3213390.0,168.0
2014-04-10 15:14:00,90.124,257850.0,63.0
2014-04-10 15:19:00,90.58,240188.0,35.0
2014-04-10 15:24:00,92.0,257911.0,10.0
2014-04-10 15:29:00,88.708,235086.0,101.0
2014-04-10 15:34:00,89.962,243701.0,94.0
2014-04-10 15:39:00,92.502,244044.0,29.0
2014-04-10 15:44:00,94.0,231573.0,65.0
2014-04-10 15:49:00,94.804,243532.0,83.0
2014-04-10 15:54:00,89.542,240454.0,186.0
2014-04-10 15:59:00,94.0,3251260.0,195.0
2014-04-10 16:04:00,94.292,238736.0,27.0
2014-04-10 16:09:00,93.916,3239740.0,48.0
2014-04-10 16:14:00,91.458,235562.0,335.0
2014-04-10 16:19:00,92.14,240626.0,93.0
2014-04-10 16:24:00,93.208,247963.0,7.0
2014-04-10 16:29:00,96.292,226795.0,60.0
2014-04-10 16:34:00,90.666,251630.0,264.0
2014-04-10 16:39:00,89.458,224232.0,39.0
2014-04-10 16:44:00,95.292,256887.0,116.0
2014-04-10 16:49:00,95.626,237801.0,11.0
2014-04-10 16:54:00,93.0,362671.0,119.0
2014-04-10 16:59:00,93.75,3222900.0,129.0
2014-04-10 17:04:00,95.292,258759.0,50.0
2014-04-10 17:09:00,95.208,3224910.0,101.0
2014-04-10 17:14:00,95.542,246360.0,187.0
2014-04-10 17:19:00,93.0,240932.0,25.0
2014-04-10 17:24:00,92.236,243533.0,53.0
2014-04-10 17:29:00,94.25,261247.0,129.0
2014-04-10 17:34:00,92.282,230275.0,170.0
2014-04-10 17:39:00,94.714,339881.0,86.0
2014-04-10 17:44:00,94.126,227804.0,99.0
2014-04-10 17:49:00,96.25,242555.0,14.0
2014-04-10 17:54:00,93.834,244851.0,64.0
2014-04-10 17:59:00,94.46,3250750.0,46.0
2014-04-10 18:04:00,95.542,249325.0,82.0
2014-04-10 18:09:00,98.042,3274500.0,17.0
2014-04-10 18:14:00,95.766,283687.0,41.0
2014-04-10 18:19:00,93.458,258379.0,14.0
2014-04-10 18:24:00,92.858,246106.0,303.0
2014-04-10 18:29:00,95.584,280576.0,80.0
2014-04-10 18:34:00,93.128,252687.0,15.0
2014-04-10 18:39:00,91.888,231879.0,71.0
2014-04-10 18:44:00,92.984,262455.0,78.0
2014-04-10 18:49:00,94.326,252149.0,43.0
2014-04-10 18:54:00,95.876,279481.0,44.0
2014-04-10 18:59:00,93.584,3233780.0,93.0
2014-04-10 19:04:00,95.158,271502.0,56.0
2014-04-10 19:09:00,95.416,3220700.0,153.0
2014-04-10 19:14:00,93.166,240858.0,64.0
2014-04-10 19:19:00,96.25,261069.0,156.0
2014-04-10 19:24:00,93.376,244989.0,81.0
2014-04-10 19:29:00,93.084,481000.0,94.0
2014-04-10 19:34:00,93.146,235286.0,9.0
2014-04-10 19:39:00,95.596,254224.0,64.0
2014-04-10 19:44:00,94.336,250720.0,130.0
2014-04-10 19:49:00,91.458,257494.0,35.0
2014-04-10 19:54:00,93.292,233894.0,34.0
2014-04-10 19:59:00,95.126,3246910.0,84.0
2014-04-10 20:04:00,92.976,278634.0,47.0
2014-04-10 20:09:00,94.326,3918490.0,102.0
2014-04-10 20:14:00,89.538,263208.0,39.0
2014-04-10 20:19:00,92.128,200207.0,67.0
2014-04-10 20:24:00,94.144,257217.0,45.0
2014-04-10 20:29:00,89.488,519379.0,30.0
2014-04-10 20:34:00,90.314,240185.0,10.0
2014-04-10 20:39:00,95.0,242636.0,36.0
2014-04-10 20:44:00,93.208,258694.0,37.0
2014-04-10 20:49:00,94.042,235679.0,12.0
2014-04-10 20:54:00,92.626,286345.0,119.0
2014-04-10 20:59:00,95.398,3261670.0,106.0
2014-04-10 21:04:00,93.528,265977.0,21.0
2014-04-10 21:09:00,93.5,3244310.0,56.0
2014-04-10 21:14:00,95.63,287114.0,104.0
2014-04-10 21:19:00,93.292,249791.0,18.0
2014-04-10 21:24:00,95.292,258317.0,11.0
2014-04-10 21:29:00,95.01,264376.0,10.0
2014-04-10 21:34:00,92.384,247026.0,70.0
2014-04-10 21:39:00,93.75,259991.0,116.0
2014-04-10 21:44:00,96.124,292481.0,19.0
2014-04-10 21:49:00,93.42,1002760.0,61.0
2014-04-10 21:54:00,91.854,236195.0,64.0
2014-04-10 21:59:00,90.5,3279040.0,55.0
2014-04-10 22:04:00,92.666,272351.0,4.0
2014-04-10 22:09:00,93.956,3211510.0,124.0
2014-04-10 22:14:00,91.792,260472.0,2.0
2014-04-10 22:19:00,95.0,222967.0,32.0
2014-04-10 22:24:00,95.626,265742.0,76.0
2014-04-10 22:29:00,95.084,233810.0,8.0
2014-04-10 22:34:00,94.834,251803.0,76.0
2014-04-10 22:39:00,95.566,949974.0,209.0
2014-04-10 22:44:00,94.454,244745.0,20.0
2014-04-10 22:49:00,95.0,225958.0,123.0
2014-04-10 22:54:00,93.334,248437.0,32.0
2014-04-10 22:59:00,94.108,3243150.0,32.0
2014-04-10 23:04:00,93.596,327555.0,31.0
2014-04-10 23:09:00,92.922,3230800.0,92.0
2014-04-10 23:14:00,92.414,243546.0,121.0
2014-04-10 23:19:00,92.478,249660.0,6.0
2014-04-10 23:24:00,92.22,248546.0,59.0
2014-04-10 23:29:00,93.876,249705.0,9.0
2014-04-10 23:34:00,95.58,246404.0,25.0
2014-04-10 23:39:00,95.166,256637.0,54.0
2014-04-10 23:44:00,94.5,239185.0,113.0
2014-04-10 23:49:00,95.048,232288.0,39.0
2014-04-10 23:54:00,93.424,252184.0,5.0
2014-04-10 23:59:00,93.01,3232280.0,9.0
2014-04-11 00:04:00,93.774,266277.0,95.0
2014-04-11 00:09:00,95.704,3256130.0,38.0
2014-04-11 00:14:00,95.216,246209.0,7.0
2014-04-11 00:19:00,93.572,235662.0,105.0
2014-04-11 00:24:00,92.056,277695.0,63.0
2014-04-11 00:29:00,93.904,249218.0,25.0
2014-04-11 00:34:00,95.792,305164.0,28.0
2014-04-11 00:39:00,93.374,246120.0,50.0
2014-04-11 00:44:00,91.666,237437.0,49.0
2014-04-11 00:49:00,95.708,265308.0,41.0
2014-04-11 00:54:00,93.042,248585.0,30.0
2014-04-11 00:59:00,96.0,3245180.0,106.0
2014-04-11 01:04:00,95.108,241909.0,141.0
2014-04-11 01:09:00,93.778,3253080.0,57.0
2014-04-11 01:14:00,91.716,262847.0,44.0
2014-04-11 01:19:00,91.666,261045.0,95.0
2014-04-11 01:24:00,95.75,267438.0,52.0
2014-04-11 01:29:00,97.042,266667.0,237.0
2014-04-11 01:34:00,93.624,235504.0,95.0
2014-04-11 01:39:00,93.4,306849.0,38.0
2014-04-11 01:44:00,89.75399999999998,243843.0,92.0
2014-04-11 01:49:00,94.334,238067.0,3.0
2014-04-11 01:54:00,96.522,251585.0,62.0
2014-04-11 01:59:00,93.516,3218610.0,5.0
2014-04-11 02:04:00,95.25,249952.0,46.0
2014-04-11 02:09:00,95.914,3214260.0,9.0
2014-04-11 02:14:00,97.084,244738.0,70.0
2014-04-11 02:19:00,94.918,236009.0,107.0
2014-04-11 02:24:00,93.766,243525.0,9.0
2014-04-11 02:29:00,96.056,251869.0,28.0
2014-04-11 02:34:00,96.376,247750.0,61.0
2014-04-11 02:39:00,96.166,237585.0,25.0
2014-04-11 02:44:00,94.166,232251.0,15.0
2014-04-11 02:49:00,96.496,244425.0,13.0
2014-04-11 02:54:00,95.042,246994.0,21.0
2014-04-11 02:59:00,95.584,3224600.0,121.0
2014-04-11 03:04:00,96.726,3231950.0,114.0
2014-04-11 03:09:00,96.056,3230920.0,39.0
2014-04-11 03:14:00,95.172,240758.0,21.0
2014-04-11 03:19:00,93.876,247018.0,53.0
2014-04-11 03:24:00,95.958,227611.0,21.0
2014-04-11 03:29:00,95.708,240378.0,10.0
2014-04-11 03:34:00,94.008,241621.0,8.0
2014-04-11 03:39:00,92.084,237751.0,75.0
2014-04-11 03:44:00,96.932,258200.0,10.0
2014-04-11 03:49:00,92.79,226063.0,36.0
2014-04-11 03:54:00,94.006,259598.0,112.0
2014-04-11 03:59:00,94.874,3225870.0,68.0
2014-04-11 04:04:00,93.126,253252.0,152.0
2014-04-11 04:09:00,95.834,3227900.0,85.0
2014-04-11 04:14:00,93.624,243886.0,3.0
2014-04-11 04:19:00,95.554,222755.0,74.0
2014-04-11 04:24:00,95.758,251731.0,75.0
2014-04-11 04:29:00,95.402,232475.0,154.0
2014-04-11 04:34:00,93.916,241836.0,104.0
2014-04-11 04:39:00,98.042,247473.0,13.0
2014-04-11 04:44:00,93.29,238192.0,101.0
2014-04-11 04:49:00,92.792,248777.0,26.0
2014-04-11 04:54:00,97.374,245535.0,131.0
2014-04-11 04:59:00,97.374,3239170.0,63.0
2014-04-11 05:04:00,96.386,248277.0,54.0
2014-04-11 05:09:00,95.584,3240020.0,38.0
2014-04-11 05:14:00,96.618,233162.0,57.0
2014-04-11 05:19:00,94.5,231319.0,54.0
2014-04-11 05:24:00,93.792,254581.0,73.0
2014-04-11 05:29:00,96.084,234406.0,105.0
2014-04-11 05:34:00,97.584,248665.0,56.0
2014-04-11 05:39:00,97.216,241438.0,95.0
2014-04-11 05:44:00,92.916,251713.0,110.0
2014-04-11 05:49:00,97.042,228064.0,18.0
2014-04-11 05:54:00,97.166,269810.0,3.0
2014-04-11 05:59:00,94.852,3228730.0,16.0
2014-04-11 06:04:00,92.626,267368.0,10.0
2014-04-11 06:09:00,96.916,3211740.0,10.0
2014-04-11 06:14:00,95.416,342062.0,19.0
2014-04-11 06:19:00,92.77,248293.0,8.0
2014-04-11 06:24:00,93.626,241611.0,4.0
2014-04-11 06:29:00,95.708,255464.0,68.0
2014-04-11 06:34:00,94.528,237297.0,53.0
2014-04-11 06:39:00,93.562,240442.0,125.0
2014-04-11 06:44:00,94.102,244156.0,20.0
2014-04-11 06:49:00,93.986,252098.0,12.0
2014-04-11 06:54:00,94.584,237622.0,34.0
2014-04-11 06:59:00,92.224,3233770.0,85.0
2014-04-11 07:04:00,92.958,238456.0,10.0
2014-04-11 07:09:00,93.042,3234340.0,101.0
2014-04-11 07:14:00,88.542,236182.0,67.0
2014-04-11 07:19:00,92.042,235840.0,57.0
2014-04-11 07:24:00,94.542,254726.0,14.0
2014-04-11 07:29:00,95.958,232628.0,36.0
2014-04-11 07:34:00,96.876,244211.0,74.0
2014-04-11 07:39:00,94.708,233693.0,17.0
2014-04-11 07:44:00,94.0,247003.0,13.0
2014-04-11 07:49:00,93.958,239926.0,9.0
2014-04-11 07:54:00,95.342,249384.0,10.0
2014-04-11 07:59:00,91.304,3218600.0,47.0
2014-04-11 08:04:00,92.352,255874.0,32.0
2014-04-11 08:09:00,90.41,3217690.0,18.0
2014-04-11 08:14:00,92.476,244198.0,40.0
2014-04-11 08:19:00,94.716,237503.0,113.0
2014-04-11 08:24:00,94.542,237900.0,17.0
2014-04-11 08:29:00,93.042,250015.0,78.0
2014-04-11 08:34:00,91.292,221923.0,49.0
2014-04-11 08:39:00,95.604,254591.0,7.0
2014-04-11 08:44:00,96.782,238493.0,53.0
2014-04-11 08:49:00,96.458,242676.0,203.0
2014-04-11 08:54:00,94.916,242609.0,72.0
2014-04-11 08:59:00,92.916,3226930.0,39.0
2014-04-11 09:04:00,92.416,250544.0,58.0
2014-04-11 09:09:00,96.428,3219490.0,77.0
2014-04-11 09:14:00,95.374,247572.0,151.0
2014-04-11 09:19:00,93.106,228470.0,252.0
2014-04-11 09:24:00,91.39,246320.0,110.0
2014-04-11 09:29:00,93.374,226119.0,21.0
2014-04-11 09:34:00,92.744,254107.0,119.0
2014-04-11 09:39:00,96.12,236567.0,17.0
2014-04-11 09:44:00,95.542,239116.0,31.0
2014-04-11 09:49:00,96.4,244311.0,4.0
2014-04-11 09:54:00,94.246,234522.0,21.0
2014-04-11 09:59:00,93.13,3235740.0,42.0
2014-04-11 10:04:00,92.404,246649.0,149.0
2014-04-11 10:09:00,96.166,3253740.0,200.0
2014-04-11 10:14:00,93.594,239080.0,66.0
2014-04-11 10:19:00,89.416,247261.0,9.0
2014-04-11 10:24:00,94.084,234844.0,70.0
2014-04-11 10:29:00,94.524,268433.0,86.0
2014-04-11 10:34:00,94.492,223453.0,29.0
2014-04-11 10:39:00,93.584,253193.0,107.0
2014-04-11 10:44:00,92.958,237735.0,102.0
2014-04-11 10:49:00,92.75,244744.0,66.0
2014-04-11 10:54:00,93.416,257369.0,20.0
2014-04-11 10:59:00,94.75,3228480.0,100.0
2014-04-11 11:04:00,93.672,269861.0,89.0
2014-04-11 11:09:00,93.374,3229110.0,57.0
2014-04-11 11:14:00,95.122,258234.0,14.0
2014-04-11 11:19:00,92.666,232734.0,47.0
2014-04-11 11:24:00,95.666,246155.0,37.0
2014-04-11 11:29:00,96.834,243065.0,55.0
2014-04-11 11:34:00,94.256,246028.0,12.0
2014-04-11 11:39:00,93.394,242913.0,17.0
2014-04-11 11:44:00,94.126,231682.0,4.0
2014-04-11 11:49:00,96.172,255268.0,47.0
2014-04-11 11:54:00,93.7,236532.0,63.0
2014-04-11 11:59:00,93.064,3254540.0,184.0
2014-04-11 12:04:00,96.0,248560.0,108.0
2014-04-11 12:09:00,95.436,3252300.0,12.0
2014-04-11 12:14:00,95.98,239375.0,51.0
2014-04-11 12:19:00,94.534,253265.0,35.0
2014-04-11 12:24:00,87.5,236362.0,77.0
2014-04-11 12:29:00,91.208,244662.0,13.0
2014-04-11 12:34:00,93.392,247065.0,4.0
2014-04-11 12:39:00,91.524,238032.0,266.0
2014-04-11 12:44:00,93.832,245684.0,35.0
2014-04-11 12:49:00,90.668,238604.0,4.0
2014-04-11 12:54:00,92.25,261043.0,27.0
2014-04-11 12:59:00,93.996,3216100.0,63.0
2014-04-11 13:04:00,91.5,260094.0,33.0
2014-04-11 13:09:00,92.816,3244400.0,53.0
2014-04-11 13:14:00,91.148,226337.0,6.0
2014-04-11 13:19:00,89.06200000000004,252188.0,5.0
2014-04-11 13:24:00,91.1,245393.0,6.0
2014-04-11 13:29:00,93.0,241493.0,62.0
2014-04-11 13:34:00,87.834,237706.0,146.0
2014-04-11 13:39:00,90.584,245012.0,12.0
2014-04-11 13:44:00,92.624,237909.0,88.0
2014-04-11 13:49:00,89.292,253078.0,74.0
2014-04-11 13:54:00,91.416,240168.0,220.0
2014-04-11 13:59:00,91.624,3248870.0,104.0
2014-04-11 14:04:00,88.5,250435.0,55.0
2014-04-11 14:09:00,91.5,3256320.0,39.0
2014-04-11 14:14:00,93.126,230605.0,51.0
2014-04-11 14:19:00,91.536,254587.0,26.0
2014-04-11 14:24:00,92.892,234093.0,6.0
2014-04-11 14:29:00,89.35,241980.0,68.0
2014-04-11 14:34:00,88.584,261849.0,107.0
2014-04-11 14:39:00,89.52799999999998,242223.0,63.0
2014-04-11 14:44:00,89.042,256740.0,158.0
2014-04-11 14:49:00,92.55,236921.0,115.0
2014-04-11 14:54:00,90.712,271067.0,6.0
2014-04-11 14:59:00,92.208,3197710.0,105.0
2014-04-11 15:04:00,93.084,260255.0,109.0
2014-04-11 15:09:00,90.82,3242430.0,138.0
2014-04-11 15:14:00,88.542,245469.0,77.0
2014-04-11 15:19:00,89.75,251011.0,47.0
2014-04-11 15:24:00,96.708,238685.0,92.0
2014-04-11 15:29:00,93.75,241960.0,187.0
2014-04-11 15:34:00,92.458,233066.0,38.0
2014-04-11 15:39:00,94.534,283861.0,67.0
2014-04-11 15:44:00,95.454,240062.0,29.0
2014-04-11 15:49:00,92.084,257465.0,59.0
2014-04-11 15:54:00,92.584,254978.0,93.0
2014-04-11 15:59:00,90.124,3235440.0,76.0
2014-04-11 16:04:00,88.48200000000001,255754.0,125.0
2014-04-11 16:09:00,89.376,3227150.0,103.0
2014-04-11 16:14:00,90.626,236078.0,182.0
2014-04-11 16:19:00,86.064,388240.0,134.0
2014-04-11 16:24:00,89.012,236777.0,59.0
2014-04-11 16:29:00,87.656,227627.0,48.0
2014-04-11 16:34:00,91.634,252311.0,102.0
2014-04-11 16:39:00,87.08,242327.0,82.0
2014-04-11 16:44:00,88.958,241642.0,280.0
2014-04-11 16:49:00,90.084,248389.0,66.0
2014-04-11 16:54:00,92.126,273570.0,34.0
2014-04-11 16:59:00,93.624,3306410.0,105.0
2014-04-11 17:04:00,88.416,262106.0,87.0
2014-04-11 17:09:00,90.75,3242880.0,28.0
2014-04-11 17:14:00,90.104,283567.0,33.0
2014-04-11 17:19:00,90.5,273127.0,100.0
2014-04-11 17:24:00,88.916,260175.0,112.0
2014-04-11 17:29:00,88.666,251403.0,43.0
2014-04-11 17:34:00,90.394,251817.0,60.0
2014-04-11 17:39:00,92.666,273249.0,53.0
2014-04-11 17:44:00,92.75,238988.0,65.0
2014-04-11 17:49:00,90.334,275365.0,19.0
2014-04-11 17:54:00,92.25,291390.0,131.0
2014-04-11 17:59:00,97.084,3359020.0,144.0
2014-04-11 18:04:00,93.012,399001.0,85.0
2014-04-11 18:09:00,94.212,3561460.0,15.0
2014-04-11 18:14:00,95.612,339291.0,40.0
2014-04-11 18:19:00,95.834,390198.0,135.0
2014-04-11 18:24:00,96.084,399884.0,10.0
2014-04-11 18:29:00,93.754,372872.0,114.0
2014-04-11 18:34:00,95.042,389524.0,226.0
2014-04-11 18:39:00,95.75,1163670.0,45.0
2014-04-11 18:44:00,95.834,397407.0,22.0
2014-04-11 18:49:00,96.292,389204.0,133.0
2014-04-11 18:54:00,95.918,404224.0,64.0
2014-04-11 18:59:00,95.334,3360440.0,87.0
2014-04-11 19:04:00,93.292,403175.0,52.0
2014-04-11 19:09:00,95.376,3378150.0,45.0
2014-04-11 19:14:00,95.626,373712.0,108.0
2014-04-11 19:19:00,96.674,410708.0,89.0
2014-04-11 19:24:00,92.43,378684.0,136.0
2014-04-11 19:29:00,93.542,410979.0,41.0
2014-04-11 19:34:00,94.958,391032.0,237.0
2014-04-11 19:39:00,96.416,1190060.0,145.0
2014-04-11 19:44:00,96.818,383999.0,85.0
2014-04-11 19:49:00,94.074,399979.0,60.0
2014-04-11 19:54:00,94.98,373990.0,168.0
2014-04-11 19:59:00,97.25,3410280.0,117.0
2014-04-11 20:04:00,94.96,422833.0,44.0
2014-04-11 20:09:00,96.708,3391730.0,132.0
2014-04-11 20:14:00,95.374,295161.0,86.0
2014-04-11 20:19:00,94.376,254373.0,60.0
2014-04-11 20:24:00,93.086,250735.0,259.0
